cannon+AF8-x,0-Noop,1-Fire,2-Right,3-Left
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,-2.75253,-2.74843,-2.75484,-2.74944
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,-0.011,0,0,-0.01
26,-0.0329575,-0.0299415,-0.0398546,-0.0398642
27,-0.0439341,-0.0399021,-0.0497863,-0.0498432
28,0,-0.03994,-0.01999,-0.01999
29,-0.021989,-0.019971,-0.0298846,-0.0199615
30,-0.021989,-0.0299415,-0.0298846,-0.029951
31,-0.021989,-0.0299415,-0.029913,-0.0199805
32,-0.011,-0.0099905,-0.0099715,-0.009981
33,-10.749,-9.96875,-9.93228,-9.96392
34,-0.032967,-0.0299605,-0.0398546,-0.0499001
35,-0.032967,-0.0499001,-0.0398831,-0.0399021
36,-0.011,-0.0099905,-0.01,-0.019952
37,-0.011,-0.0099905,-0.0099715,-0.009981
38,-10.971,-9.97104,-9.97102,-9.97103
39,-0.707551,0.0207427,0.0285009,0.0197677
40,-0.862569,0.028499,0.0285009,0.0284968
41,-0.817507,0.0285178,0.0285203,0.0285142
42,-0.642155,0.0285061,0.028522,0.0285214
43,-0.90562,0.0289236,0.0289271,0.0289269
44,-0.813427,0.0287819,0.0287972,0.0287892
45,-0.803394,0.0293274,0.0432565,0.0293241
46,-0.900542,0.0804385,0.118853,0.0609948
47,-0.927083,0.0405648,0.0740676,0.040568
48,-0.909892,0.0392299,0.0849222,0.0392732
49,-0.682335,0.0336397,0.033992,0.0306107
50,-0.678925,0.0346777,0.0346871,0.0246962
51,-0.889345,0.125784,0.0535449,0.0544485
52,-0.746147,0.0379843,0.0380067,0.0380034
53,-0.807993,0.0458228,0.0748826,0.0394025
54,-0.822549,0.0389542,0.0903165,0.0389951
55,-0.873749,0.0354006,0.0858978,0.0353972
56,-0.679885,0.0586456,0.0586198,0.042278
57,-0.767755,0.0468639,0.0468738,0.0468612
58,-0.623247,0.050916,0.0892021,0.0419756
59,-0.647331,0.0624124,0.102534,0.0625262
60,-0.885781,0.0431285,0.134095,0.0431822
61,-0.54366,0.0556984,0.0938803,0.0605852
62,-0.574379,0.0474032,0.159377,0.0453663
63,-0.459711,0.0381428,0.121738,0.0409955
64,-0.609404,0.0971604,0.104755,0.097242
65,-0.46106,0.0671621,0.106059,0.0590229
66,-0.784567,0.080074,0.13272,0.0937098
67,-0.671396,0.0827439,0.0940467,0.0789775
68,-0.669994,0.0763279,0.115244,0.076514
69,-0.79597,0.0583727,0.0794339,0.0583458
70,-0.466011,0.0389926,0.109532,0.0761929
71,-0.447348,0.014152,0.098692,0.0535464
72,-0.711051,0.0585715,0.133006,0.0585503
73,-0.531894,0.0508112,0.097733,0.0420152
74,-0.456455,0.0255144,0.110921,0.0350123
75,-0.726535,0.050655,0.0872518,0.0506164
76,-0.55286,0.0664051,0.103039,0.0704949
77,-0.87279,0.0449196,0.131725,0.0449169
78,-0.926884,0.0511647,0.0889836,0.0510541
79,-0.884392,0.0480006,0.121067,0.0350247
80,-0.925167,0.0639227,0.0779038,0.0519469
81,-0.841213,0.0779633,0.149302,0.0782323
82,-0.531576,0.0271161,0.143695,0.0489828
83,-0.81051,0.0744745,0.0893333,0.0744735
84,-0.793305,0.0844047,0.0911126,0.0840807
85,-0.6781,0.107981,0.167565,0.061064
86,-0.652754,0.105431,0.176589,0.0860102
87,-0.355204,0.0648011,0.113809,0.0682202
88,-0.629272,0.0856208,0.113715,0.0843754
89,-0.656488,0.0750175,0.0750404,0.075031
90,-0.775443,0.0817144,0.098949,0.0815799
91,-0.556805,0.0898131,0.104676,0.07812
92,-0.371151,0.054618,0.133368,0.0304851
93,-0.783991,0.237269,0.0722945,0.0767209
94,-0.634877,0.0913078,0.105084,0.0913127
95,-0.394802,0.0516877,0.169851,0.117653
96,-0.781123,0.238546,0.0876574,0.101823
97,-0.488461,0.106363,0.164178,0.0998968
98,-0.380373,0.0439489,0.123613,0.0548084
99,-0.445794,0.0936658,0.207711,0.101169
100,-0.517397,0.061305,0.152377,0.0984601
101,-0.560701,0.104005,0.106737,0.103968
102,-0.619282,0.071659,0.136067,0.0767583
103,-0.673209,0.0831799,0.0855645,0.0603844
104,-0.814255,0.106204,0.184527,0.104257
105,-0.81351,0.0795819,0.100723,0.0680036
106,-0.433569,0.0727524,0.122726,0.0426759
107,-0.311856,0.0663442,0.190892,0.0519357
108,-0.275674,0.044071,0.306877,0.0196503
109,-0.767168,0.167599,0.0504986,0.0510026
110,-0.912709,0.0461504,0.149812,0.0307471
111,-0.922287,0.0498351,0.136565,0.040712
112,-0.883393,0.0977645,0.116452,0.0437007
113,-0.583252,0.031062,0.120534,0.0373271
114,-0.239218,0.00795056,0.0942953,0.013401
115,-0.62323,0.0802123,0.127774,0.0851993
116,-0.67279,0.0821194,0.149402,0.0856726
117,-0.702842,0.0654258,0.150837,0.0656204
118,-0.688186,0.084574,0.0913806,0.0763578
119,-0.325463,0.0423183,0.139754,0.0269931
120,-10.9259,-9.97025,-9.96562,-9.97025
121,-0.032967,-0.0399116,-0.0398262,-0.0398831
122,-0.410304,-0.411085,-0.410533,-0.41085
123,-0.0548617,-0.0696765,-0.0596796,-0.0498811
124,-0.021989,-0.019971,-0.0199805,-0.019952
125,-0.0548901,-0.0498432,-0.0497579,-0.0498242
126,-0.011,-0.0099905,0,0
127,-0.011,-0.0099905,-0.01,-0.0299605
128,-0.185483,-0.177798,-0.178082,-0.178186
129,-0.0548617,-0.0498622,-0.059708,-0.0498053
130,-0.109412,-0.109319,-0.109178,-0.109244
131,-0.0548901,-0.0597933,-0.0597269,-0.0597649
132,-0.021989,-0.019971,-0.019933,-0.0199615
133,-0.011,-0.0099905,0,-0.01
134,0,0,0,0
135,0,0,0,0
136,0,0,0,0
137,0,0,0,0
138,0,0,0,0
139,0,0,0,0
140,0,0,0,0
141,0,0,0,0
142,0,0,0,0
143,0,0,0,0
144,0,0,0,0
145,0,0,0,0
146,0,0,0,0
147,0,0,0,0
148,0,0,0,0
149,0,0,0,0
150,0,0,0,0
151,0,0,0,0
152,0,0,0,0
153,0,0,0,0
154,0,0,0,0
155,0,0,0,0
156,0,0,0,0
157,0,0,0,0
158,0,0,0,0
159,0,0,0,0
